track_id,youtube_title,channel,duration,views,categories,tags,url
08WEIBLx95kvXakvVs8izv,2hollis - forfeit (official video),2hollis,177.0,676946.0,['Music'],[],https://www.youtube.com/watch?v=wfj26-cQkx8
41YlWhySoJVw2TXaxW1q5G,"2hollis, nate sib - afraid (official video)",2hollis,179.0,310558.0,['Music'],"['2hollis', 'Nate Sib', '2hollis under exclusive license to Interscope Records', 'Pop', 'hyperpop', 'rap', 'dance', 'electronic', 'music video', 'underground', 'low-fi', 'music', 'new music']",https://www.youtube.com/watch?v=Dnmgy81Dh8A
2h7vLf7jv2KsRb7fV77w5H,2hollis - crush (official audio),2hollis,146.0,111577.0,['Music'],[],https://www.youtube.com/watch?v=bx5vUFzN4a8
74PYQHEdWRBPtLcJh5tzJj,2hollis - gold (official video),2hollis,127.0,1678523.0,['Music'],[],https://www.youtube.com/watch?v=3X2TE2tjIf8
6C2nVSSeXNqfoY8t6tliZ4,2hollis - jeans (official video),2hollis,181.0,1787363.0,['Music'],[],https://www.youtube.com/watch?v=SuCYsNERsgA
2206j6VX2vU9N4hnucVGxc,2hollis - lie (official audio),2hollis,143.0,216027.0,['Music'],[],https://www.youtube.com/watch?v=WRWC7VyDCAM
4JcS9WIUfDny6XJ82GqMpZ,2hollis - light (official audio),2hollis,165.0,160689.0,['Music'],[],https://www.youtube.com/watch?v=8NOsBZn3Rhw
0Gz4Q1Bmyef5yA0G6LIIQZ,2hollis - poster boy (official audio),2hollis,121.0,300851.0,['Music'],[],https://www.youtube.com/watch?v=H2vTrHc-OGk
0jNhSK5gotdRB1G4nMqEau,2hollis - trauma (official video),2hollis,132.0,1789121.0,['Music'],[],https://www.youtube.com/watch?v=Hh8YOs6NnJs
2kWOfoDtiLM6ONlmOecg2O,2hollis - two bad (official audio),2hollis,215.0,123839.0,['Music'],[],https://www.youtube.com/watch?v=pifB_lGexdM
3V8Cz6eVyTUCBWooVwNvR3,Jeremih - Sick (feat. 4Batz) (Official Visualizer),Jeremih,220.0,661876.0,['Music'],"['Jeremih', 'Jeremiah', 'Sick Jeremiah', 'Sick 4Batz Jeremih', 'Sick 4batz Jeremiah', 'Jeremih Official Audio', 'Jeremiah Official Video', 'Jeremih Music', 'Sick Jeremih Music Video', 'Sick Jeremiah tiktok song', 'Sick Jeremiah 4batz tiktok', 'im so sick of missing you jeremih', 'im so sick of missing you jeremiah', 'jeremiah', 'R&B music', 'Hip Hop Music', 'Rap', 'R&B', 'music', 'Sick', 'Bryson Tiller', 'Chris Brown', 'oui', 'birthday sex']",https://www.youtube.com/watch?v=IvFzrJLEXuM
1fjPtLD6QBwlqkvCKd43RZ,"4Batz — act i: stickerz ""99"" (Official Music Video)",4Batz,140.0,5401993.0,['Music'],"['stickerz', 'newmusic', '4batz']",https://www.youtube.com/watch?v=mzJhX_5O2ZU
5wzPDiNVgJ5Rvhjne9Uj3F,4Batz — act ii: date @ 8 (Official Visualizer),4Batz,110.0,4961339.0,['Music'],"['date at 8', '4batz', 'rap', 'rapper', 'rnb', 'Brent faiyez', 'act ii', 'act ii date at 8', 'date at 8 4batz']",https://www.youtube.com/watch?v=9ZAWGMPR1AA
5OtS4v1D48NH1OTGMn0739,4Batz - act iii: on god? (she like) (Official Music Video),4Batz,173.0,10919418.0,['Music'],[],https://www.youtube.com/watch?v=87ueUsljiQE
2HYfgg9U8L3OKpiasiq7Tq,act iv: fckin u (18+),4Batz,130.0,443533.0,['Music'],"['4batz', 'act iv: fckin u (18+) [versions]', 'act iv: fckin u (18+)']",https://www.youtube.com/watch?v=JEHCjEn1cn4
15qx6rElhY2QmikMKhJk8c,4batz - act v: there goes another vase (AUDIO),DatPiff,175.0,57213.0,['Music'],"['hip hop music', 'music youtube', 'new hip hop', 'songs', 'world star', 'hiphop songs', 'new rap', 'hiphopmusic', 'video music', 'video official', 'music video', 'youtube worldstar', 'music news', 'fetty wap', 'rick ross', 'soulja boy', 'xxxtentacion', 'migos', 'uzi', 'bryson tiller', 'drake', 'Dat Piff', 'Mixtapes', 'Music', 'Meek Mill', 'Chance The Rapper', 'Wiz Khalifa', 'Young Thug', 'mixtapes', 'my mixtapez', 'spinrilla', 'hotnewhiphop', 'spotify', 'hip hop', 'trap', '2019', '2019 hip hop', 'hip hop singles']",https://www.youtube.com/watch?v=qskj3PNZydA
2oOZavHCHCCd9lV1oYBw62,act vi: mad man,4Batz,159.0,1229038.0,['Music'],"['4batz', 'u made me a st4r', 'act vi: mad man']",https://www.youtube.com/watch?v=SRnnVRn9puc
1jIu9uVVYaP3x09HLjikQ3,act viii: i hate to be alone,4Batz,168.0,1923796.0,['Music'],"['4batz', 'u made me a st4r', 'act viii: i hate to be alone']",https://www.youtube.com/watch?v=9lvHBLWA5d4
1zV2mbt3vg6yVr6Sb1PFjz,4batz & Lil Baby - roll da dice (AUDIO),DatPiff,191.0,73836.0,['Music'],"['hip hop music', 'music youtube', 'new hip hop', 'songs', 'world star', 'hiphop songs', 'new rap', 'hiphopmusic', 'video music', 'video official', 'music video', 'youtube worldstar', 'music news', 'fetty wap', 'rick ross', 'soulja boy', 'xxxtentacion', 'migos', 'uzi', 'bryson tiller', 'drake', 'Dat Piff', 'Mixtapes', 'Music', 'Meek Mill', 'Chance The Rapper', 'Wiz Khalifa', 'Young Thug', 'mixtapes', 'my mixtapez', 'spinrilla', 'hotnewhiphop', 'spotify', 'hip hop', 'trap', '2019', '2019 hip hop', 'hip hop singles']",https://www.youtube.com/watch?v=OonsCdMs-yI
7fQKDpB4i0hiQacjVCXVU2,정국 (Jung Kook) '3D (feat. Jack Harlow) - A. G. Cook Remix' Visualizer,BANGTANTV,189.0,902625.0,['Music'],"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']",https://www.youtube.com/watch?v=UiBCks4fCYA
4xx8LCv4tUv7PNk6g7VQmY,Lady Gaga - 911 (Charli XCX & A.G. Cook Remix) (Official Audio),Lady Gaga,254.0,1346788.0,['Music'],"['Lady', 'Gaga', 'Charli', 'XCX', 'Cook', '911', '(Charli', 'Remix/Audio)', 'Interscope', 'Records', 'Pop']",https://www.youtube.com/watch?v=lLbKy0iiKzM
3teT4GffWtZUYQVmUwL14d,Charli XCX - Beg For You feat. Rina Sawayama - A.G Cook & Vernon of Seventeen Remix [Official Audio],Charli xcx,249.0,367119.0,['Music'],"['Charli XCX', 'Beg For You', 'Charli XCX Beg For You', 'Beg For You Official Video', 'Beg For You Lyrics', 'Charli XCX 2022', 'Crash', 'Charli XCX Crash', 'Charli XCX Songs', 'Charli XCX Music', 'Charli XCX Official Video', 'Charli XCX Lyrics', 'Pop', 'Female Pop', 'UK Pop', 'Female UK Pop', 'English Songs', 'Charli', 'Charlie XCX', 'CharliXCX', 'Rina Sawayama', 'Charli XCX Rina Sawayama', 'Charli XCX Rina Sawayama Beg For You', 'Remix', 'Charli XCX Remix', 'Charli XCX Beg For You Remix', 'Beg For You Remix', 'K Pop', 'A G Cook']",https://www.youtube.com/watch?v=ilWduZ-ffLE
6yYnmUYPdTM2ExnJpBKMOT,A. G. Cook - Britpop,A. G. Cook,200.0,93036.0,['People & Blogs'],[],https://www.youtube.com/watch?v=kmhvFpsjLi8
5fXOTnYg6sn0UPyksZnXRP,A. G. Cook - Soulbreaker,A. G. Cook,250.0,211505.0,['People & Blogs'],[],https://www.youtube.com/watch?v=kH2wQ5speuU
56xB3EGgd7qxfzAVji8Fh2,Lucifer,A. G. Cook,199.0,168179.0,['Music'],"['A. G. Cook', 'Britpop', 'Lucifer']",https://www.youtube.com/watch?v=w4ZOJzc6L00
0qJtV82bKOgB2kvfa8IrZp,A. G. Cook & Cecile Believe - Show Me What (Official Video),PC Music,170.0,297334.0,['Music'],"['PC', 'Music', 'PC Music', 'A. G. Cook', '7G', 'Cecile Believe']",https://www.youtube.com/watch?v=pWEosXQGG2w
03kw5kVvTjfZ4BAUU4Txx3,Charli xcx - So I featuring a. g. cook (official audio),Charli xcx,279.0,226405.0,['Music'],"['charli xcx', 'charli xcx brat', ""brat and it's completely different but also still brat"", ""charli xcx - brat and it's completely different but also still brat"", ""brat and it's completely different but also still brat - charli xcx"", 'charli xcx - brat', 'brat - charli xcx', ""brat and it's completely different but also still brat charli xcx"", ""charli xcx brat and it's completely different but also still brat"", 'so i charli xcx a g cook', 'ag cook charli xcx', 'charli xcx ag cook', 'so i ag cook']",https://www.youtube.com/watch?v=nJsXrs1ZyNg
6nx4f2nVmFNWquoMtUrdYX,Charli xcx - Von dutch a. g. cook remix featuring addison rae (official audio),Charli xcx,157.0,2750856.0,['Music'],"['charli xcx', 'charli xcx - von dutch', 'von dutch - charli xcx', 'charli xcx von dutch', 'von dutch charli xcx', 'charli xcx brat', 'brat charli xcx', ""i'm your number one"", 'cult classic', 'charli xcx cult classic', 'charli xcx bratt', 'bratt charli xcx', 'i love it icona pop', 'i love it charli xcx', 'charli xcx music', 'charli xcx songs', 'The von dutch remix with addison rae and a. g. cook', 'von dutch addison rae remix', 'charli xcx addison rae remix', 'charli xcx addison rae', 'von dutch ag cook remix']",https://www.youtube.com/watch?v=mD5O1RzJeVI
1cntn3ERV911IIKeGJtgQj,A. G. Cook - Xcxoplex [with Charli XCX] (Official Video),PC Music,144.0,263965.0,['Music'],"['PC', 'Music']",https://www.youtube.com/watch?v=tRbfFDB8I0g
1GHOLip5jcgRIBqd8QUx7N,Believer (Marsh's Guatape Remix),Above & Beyond,256.0,338011.0,['Music'],"['Above & Beyond', ""Believer (Marsh's Guatape Remix)""]",https://www.youtube.com/watch?v=Ftq0MEj-fFQ
5dXZhZbDHWu6zwXkssFQcs,Above & Beyond - Blue Monday (Official Visualiser) [@anjunabeats],Above & Beyond,255.0,3161653.0,['Music'],"['Above & Beyond', 'Paavo', 'Jono', 'Tony', 'A&B', 'Anjunabeats', 'Anjuna', 'ABGT', 'Group Therapy', 'Anjunadeep', 'Blue Monday', 'New Order', 'ABGT350', 'EDC', 'Ultra']",https://www.youtube.com/watch?v=puvQnGNVlRc
273cv9sESQzXxMqEkhXdm4,Audio Trip - Crazy Love - Above & Beyond,Miscellaneous tkj,273.0,14.0,['Gaming'],[],https://www.youtube.com/watch?v=w16KTGlI62Q
0KU8W0lHfsNlH7lfV1dz29,Above & Beyond and anamē feat. Marty Longstaff - Gratitude (Official Lyric Video),Above & Beyond,234.0,389311.0,['Music'],"['Above & Beyond', 'Paavo', 'Jono', 'Tony', 'A&B', 'Anjunabeats', 'Anjuna', 'ABGT', 'Group Therapy', 'Anjunadeep']",https://www.youtube.com/watch?v=CF2ebEXi-cw
3rtPfogqDQQB392GBadZ3C,Above & Beyond and PROFF - Palermo,Anjunadeep,536.0,24731.0,['Music'],"['16 Bit Lolitas', '16BL', 'Above & Beyond', 'Anjuna', 'Anjuna Deep', 'Anjunadeep', 'Anjunadeep 10', 'Anjunadeep 11', 'Anjunadeep 12', 'Anjunadeep Live', 'Anjunadeep Radio', 'Ben Bohmer', 'Ben Böhmer', 'Cubicolor', 'Deep House', 'Electronic', 'Jody Wisternoff', 'Lane 8', 'Luttrell', 'Melodic House', 'Moon Boots', 'New Music', 'New Release', 'Yotto', 'PROFF', 'A&B', 'Palermo', 'Fractals', 'Anjunadeep Open Air', 'Organic House', 'Progressive House', 'House', 'London', 'Anjunabeats', 'Anjuna beats', 'Trance']",https://www.youtube.com/watch?v=pSWxQXLoCgs
7cOyWm2g0GNZMbsFIiR2J6,Above & Beyond - Shall We Begin,Anjunachill,207.0,6730.0,['Music'],"['Reflections', 'Above & Beyond', 'Flow State', 'Anjunadeep', 'Chilled', 'Chilled Catalogue', 'Slow beats', 'Chillout', 'Balearic', 'Anjunabeats', 'Ambient', 'Sleep', 'Study', 'Music to study to', 'relax', 'relaxing', 'ABGT', 'ambient type beat', 'chillout music', 'relaxing music', 'slow beats instrumental', 'relaxing asmr', 'relaxing songs', 'study music classical', 'above & beyond group therapy', 'sleep well', 'chilled shop music', 'balearic beat', 'sleep meditation', 'study music', 'sleep sounds', 'sleep asmr', 'study ambience', 'relaxed scene']",https://www.youtube.com/watch?v=7VcXDdBXvyQ
2VwiV2ilMPFqHBK3VYbX6S,OceanLab - Sirens Of The Sea (Marsh Remix),Above & Beyond,271.0,208450.0,['Music'],"['Above & Beyond', 'Paavo', 'Jono', 'Tony', 'A&B', 'Anjunabeats', 'Anjuna', 'ABGT', 'Group Therapy', 'Anjunadeep']",https://www.youtube.com/watch?v=bvY_nfUsWFE
4cwLYDk0qjI7hiwVA5TVSn,Above & Beyond - Slow Buchla Sunshine,Above & Beyond,243.0,94736.0,['Music'],"['Above & Beyond', 'Paavo', 'Jono', 'Tony', 'A&B', 'Anjunabeats', 'Anjuna', 'ABGT', 'Group Therapy', 'Anjunadeep', 'Flow State', 'Full Album', 'Mix', '4K', 'Yoga', 'Meditation', 'Mindfulness', 'Wellness', 'slow buchla sunshine']",https://www.youtube.com/watch?v=gRSvTT1cd5k
4rfhAoZjGwraqwX1w47uij,Above & Beyond feat. Richard Bedford - Sun and Moon (Original Mix),AnthoTrance,362.0,3443155.0,['Music'],"['above', 'beyond', 'sun', 'and', 'moon', 'richard', 'bedford', 'original', 'mix', 'trance', 'tatw', 'around', 'the', 'world', '350', 'asot', 'rave']",https://www.youtube.com/watch?v=qEa5C3P_GIY
7jji8nfxJ84AJkUSpgruPL,Above & Beyond - We're All We Need feat. Zoë Johnston,Above & Beyond,262.0,2113020.0,['Music'],"['Above & Beyond', 'Paavo', 'Jono', 'Tony', 'A&B', 'Anjunabeats', 'Anjuna', 'ABGT', 'Group Therapy', 'Anjunadeep', ""We're All We Need"", 'Above & Beyond (Musical Artist)', 'Above & Beyond (album)', 'Zoe Johnston', 'ABGT100', 'Trance Music (Musical Genre)', 'Alex Vargas (Musical Artist)', 'Sticky Fingers', 'EDM', 'Dance Music (Musical Genre)', 'Oceanlab (Musical Artist)']",https://www.youtube.com/watch?v=BgFJtwnWkM8
6tE5zuD7eC7cV2O1IyjRLX,Ahmed Spins feat Stevo Atambire -  Anchor Point,MoBlack Records,384.0,12801809.0,['Music'],[],https://www.youtube.com/watch?v=AFKJXuZeU4w
3eNQJg5bmvpBLlOW0LDqhE,Sawa (Original Mix),Ahmed Spins - Topic,287.0,291697.0,['Music'],"['Ahmed Spins', 'Idd Aziz', 'Sawa']",https://www.youtube.com/watch?v=dzLu7elxnJI
1D7PE3dDyonJfUP6oSuaq7,Ahmed Spins feat Lizwi - Waves & Wavs,MoBlack Records,353.0,4339420.0,['Music'],[],https://www.youtube.com/watch?v=EFTrHS9d1Ng
5Hp4xFihdOE2dmDzxWcBFb,Alok x Sigala x Ellie Goulding - All By Myself (Official Visualizer),Alok,172.0,6366090.0,['Music'],"['Alok', 'nova do alok', 'alok remix', 'aloc', 'aloq', 'aloque', 'aloki', 'alokinho', 'Alok x Sigala x Ellie Goulding - All By Myself (Official Visualizer)', 'Alok All by myself', 'Sigala All by myself', 'Ellie Goulding all by myself', 'Alok feat', 'Alok & sigala', 'Alok & Ellie goulding']",https://www.youtube.com/watch?v=g8C17FSbzBo
00E0Z2jrF7reoHps4zcbWQ,Alok & Ava Max – Car Keys (Ayla) Official Video,Alok,150.0,11293342.0,['Music'],"['Alok', 'nova do alok', 'alok remix', 'aloc', 'aloq', 'aloque', 'aloki', 'alokinho', 'Alok & Ava Max – Car Keys (Ayla) Official Video', 'Ava MAx Alok', 'Ava MAx Car Keys', 'Alok Car Keys', 'Ava Max', 'Ava Max feat.', 'Ava car keys', 'Alok Ava', 'Ava Alok']",https://www.youtube.com/watch?v=ah8W-mx_Q-g
7MIhUdNJtaOnDmC5nBC1fb,"Deep Down (feat. Never Dull) – Alok, Ella Eyre, Kenny Dope (Official Audio)",Ella Eyre,166.0,2435729.0,['Music'],"['ella eyre', 'alok', 'summer song', 'ella air', 'capital dance', 'radio 1', 'chart music', 'bbq music', 'dance music', 'deep down', 'summer classics', 'bangers', 'summer bangers']",https://www.youtube.com/watch?v=wXWZiGnaeqo
